Id,ActivityHour,StepTotal,TotalIntensity,Calories
1503960366,3/21/2016 12:00:00 PM,1884,51,142
1503960366,3/21/2016 1:00:00 PM,184,9,67
1503960366,3/21/2016 2:00:00 PM,298,19,79
1503960366,3/21/2016 3:00:00 PM,497,16,83
1503960366,3/21/2016 4:00:00 PM,355,20,83
1503960366,3/21/2016 5:00:00 PM,588,31,99
1503960366,3/21/2016 6:00:00 PM,1564,28,132
1503960366,3/21/2016 7:00:00 PM,396,18,79
1503960366,3/21/2016 8:00:00 PM,99,11,67
1503960366,3/21/2016 9:00:00 PM,172,14,70
1503960366,3/21/2016 10:00:00 PM,371,20,81
1503960366,3/21/2016 11:00:00 PM,447,16,79
1503960366,3/22/2016 9:00:00 AM,1732,26,135
1503960366,3/22/2016 10:00:00 AM,497,24,90
1503960366,3/22/2016 11:00:00 AM,296,14,76
1503960366,3/22/2016 12:00:00 PM,322,15,78
1503960366,3/22/2016 1:00:00 PM,657,24,95
1503960366,3/22/2016 2:00:00 PM,1657,44,134
1503960366,3/22/2016 3:00:00 PM,455,13,80
1503960366,3/22/2016 4:00:00 PM,278,9,71
1503960366,3/22/2016 5:00:00 PM,953,15,107
1503960366,3/22/2016 6:00:00 PM,1123,23,109
1503960366,3/22/2016 7:00:00 PM,1479,22,120
1503960366,3/22/2016 8:00:00 PM,366,22,83
1503960366,3/22/2016 9:00:00 PM,349,14,74
1503960366,3/22/2016 10:00:00 PM,4587,117,265
1503960366,3/22/2016 11:00:00 PM,351,10,71
1503960366,3/23/2016 7:00:00 AM,82,6,56
1503960366,3/23/2016 8:00:00 AM,534,25,89
1503960366,3/23/2016 9:00:00 AM,1623,24,133
1503960366,3/23/2016 10:00:00 AM,504,17,85
1503960366,3/23/2016 11:00:00 AM,414,19,83
1503960366,3/23/2016 12:00:00 PM,411,17,81
1503960366,3/23/2016 1:00:00 PM,1226,37,114
1503960366,3/23/2016 2:00:00 PM,2674,76,176
1503960366,3/23/2016 3:00:00 PM,236,11,71
1503960366,3/23/2016 4:00:00 PM,383,16,81
1503960366,3/23/2016 5:00:00 PM,411,14,78
1503960366,3/23/2016 6:00:00 PM,325,8,70
1503960366,3/23/2016 7:00:00 PM,2937,80,183
1503960366,3/23/2016 8:00:00 PM,1086,30,113
1503960366,3/23/2016 9:00:00 PM,61,5,57
1503960366,3/23/2016 10:00:00 PM,119,10,65
1503960366,3/23/2016 11:00:00 PM,413,19,81
1503960366,3/24/2016 12:00:00 AM,311,23,82
1503960366,3/24/2016 8:00:00 AM,553,36,100
1503960366,3/24/2016 9:00:00 AM,2041,43,149
1503960366,3/24/2016 10:00:00 AM,90,8,66
1503960366,3/24/2016 11:00:00 AM,63,7,63
1503960366,3/24/2016 12:00:00 PM,1180,39,115
1503960366,3/24/2016 1:00:00 PM,770,36,104
1503960366,3/24/2016 2:00:00 PM,1320,41,123
1503960366,3/24/2016 3:00:00 PM,504,17,84
1503960366,3/24/2016 4:00:00 PM,210,26,84
1503960366,3/24/2016 5:00:00 PM,526,14,84
1503960366,3/24/2016 6:00:00 PM,66,5,61
1503960366,3/24/2016 7:00:00 PM,75,3,59
1503960366,3/24/2016 8:00:00 PM,3858,107,225
1503960366,3/24/2016 9:00:00 PM,1090,29,114
1503960366,3/24/2016 10:00:00 PM,185,9,64
1503960366,3/24/2016 11:00:00 PM,294,12,71
1503960366,3/25/2016 1:00:00 AM,126,6,58
1503960366,3/25/2016 8:00:00 AM,565,25,90
1503960366,3/25/2016 9:00:00 AM,1545,28,125
1503960366,3/25/2016 10:00:00 AM,309,14,76
1503960366,3/25/2016 11:00:00 AM,1226,34,111
1503960366,3/25/2016 12:00:00 PM,78,4,61
1503960366,3/25/2016 1:00:00 PM,187,7,63
1503960366,3/25/2016 2:00:00 PM,419,13,77
1503960366,3/25/2016 4:00:00 PM,427,17,82
1503960366,3/25/2016 5:00:00 PM,435,14,77
1503960366,3/25/2016 6:00:00 PM,238,11,70
1503960366,3/25/2016 7:00:00 PM,135,6,62
1503960366,3/25/2016 8:00:00 PM,2590,71,171
1503960366,3/25/2016 9:00:00 PM,2390,52,164
1503960366,3/25/2016 10:00:00 PM,151,13,69
1503960366,3/25/2016 11:00:00 PM,89,7,62
1503960366,3/26/2016 1:00:00 AM,179,9,63
1503960366,3/26/2016 9:00:00 AM,69,7,58
1503960366,3/26/2016 10:00:00 AM,394,21,82
1503960366,3/26/2016 11:00:00 AM,145,8,62
1503960366,3/26/2016 12:00:00 PM,152,12,69
1503960366,3/26/2016 1:00:00 PM,393,21,82
1503960366,3/26/2016 2:00:00 PM,759,15,92
1503960366,3/26/2016 3:00:00 PM,828,29,103
1503960366,3/26/2016 4:00:00 PM,5564,149,304
1503960366,3/26/2016 5:00:00 PM,3053,87,197
1503960366,3/26/2016 6:00:00 PM,3785,102,226
1503960366,3/26/2016 7:00:00 PM,323,15,75
1503960366,3/26/2016 8:00:00 PM,207,14,71
1503960366,3/26/2016 9:00:00 PM,252,19,76
1503960366,3/26/2016 10:00:00 PM,785,39,110
1503960366,3/26/2016 11:00:00 PM,686,23,93
1503960366,3/27/2016 1:00:00 AM,121,5,56
1503960366,3/27/2016 9:00:00 AM,393,20,81
1503960366,3/27/2016 10:00:00 AM,5033,126,299
1503960366,3/27/2016 11:00:00 AM,321,11,67
1503960366,3/27/2016 12:00:00 PM,100,5,61
1503960366,3/27/2016 1:00:00 PM,684,28,96
1503960366,3/27/2016 2:00:00 PM,652,27,95
1503960366,3/27/2016 3:00:00 PM,255,9,66
1503960366,3/27/2016 4:00:00 PM,99,7,61
1503960366,3/27/2016 5:00:00 PM,214,17,76
1503960366,3/27/2016 6:00:00 PM,540,28,92
1503960366,3/27/2016 7:00:00 PM,2887,85,191
1503960366,3/27/2016 8:00:00 PM,372,24,84
1503960366,3/27/2016 9:00:00 PM,461,26,90
1503960366,3/27/2016 10:00:00 PM,367,15,76
1503960366,3/27/2016 11:00:00 PM,163,8,63
1503960366,3/28/2016 12:00:00 AM,152,10,63
1503960366,3/28/2016 8:00:00 AM,91,4,55
1503960366,3/28/2016 9:00:00 AM,1801,30,140
1503960366,3/28/2016 10:00:00 AM,209,8,68
1503960366,3/28/2016 11:00:00 AM,242,10,70
1503960366,3/28/2016 12:00:00 PM,198,9,69
1503960366,3/28/2016 1:00:00 PM,3422,70,207
1503960366,3/28/2016 2:00:00 PM,1116,33,105
1503960366,3/28/2016 3:00:00 PM,281,10,72
1503960366,3/28/2016 4:00:00 PM,228,10,68
1503960366,3/28/2016 5:00:00 PM,135,14,71
1503960366,3/28/2016 6:00:00 PM,252,19,78
1503960366,3/28/2016 7:00:00 PM,3298,90,209
1503960366,3/28/2016 8:00:00 PM,872,18,99
1503960366,3/28/2016 9:00:00 PM,81,7,62
1503960366,3/28/2016 10:00:00 PM,196,12,69
1503960366,3/28/2016 11:00:00 PM,641,26,94
1503960366,3/29/2016 1:00:00 AM,242,13,68
1503960366,3/29/2016 8:00:00 AM,185,10,65
1503960366,3/29/2016 9:00:00 AM,1580,32,132
1503960366,3/29/2016 10:00:00 AM,446,17,84
1503960366,3/29/2016 11:00:00 AM,869,25,102
1503960366,3/29/2016 12:00:00 PM,147,9,62
1503960366,3/29/2016 1:00:00 PM,1158,39,113
1503960366,3/29/2016 2:00:00 PM,243,5,65
1503960366,3/29/2016 3:00:00 PM,413,13,79
1503960366,3/29/2016 4:00:00 PM,348,16,80
1503960366,3/29/2016 5:00:00 PM,288,12,74
1503960366,3/29/2016 6:00:00 PM,535,22,90
1503960366,3/29/2016 7:00:00 PM,198,24,82
1503960366,3/29/2016 8:00:00 PM,3559,97,214
1503960366,3/29/2016 9:00:00 PM,1034,19,105
1503960366,3/29/2016 11:00:00 PM,701,23,79
1503960366,3/30/2016 9:00:00 AM,1379,23,117
1503960366,3/30/2016 10:00:00 AM,233,13,74
1503960366,3/30/2016 11:00:00 AM,475,12,78
1503960366,3/30/2016 12:00:00 PM,1979,52,152
1503960366,3/30/2016 1:00:00 PM,26,3,59
1503960366,3/30/2016 2:00:00 PM,443,12,77
1503960366,3/30/2016 3:00:00 PM,209,12,71
1503960366,3/30/2016 4:00:00 PM,67,4,62
1503960366,3/30/2016 5:00:00 PM,35,4,58
1503960366,3/30/2016 6:00:00 PM,2696,72,175
1503960366,3/30/2016 7:00:00 PM,1299,38,128
1503960366,3/30/2016 8:00:00 PM,996,45,120
1503960366,3/30/2016 9:00:00 PM,570,27,94
1503960366,3/30/2016 10:00:00 PM,38,3,55
1503960366,3/30/2016 11:00:00 PM,510,18,74
1503960366,3/31/2016 12:00:00 AM,154,11,65
1503960366,3/31/2016 2:00:00 AM,129,7,59
1503960366,3/31/2016 8:00:00 AM,164,8,63
1503960366,3/31/2016 9:00:00 AM,1539,29,135
1503960366,3/31/2016 10:00:00 AM,314,13,76
1503960366,3/31/2016 11:00:00 AM,119,4,59
1503960366,3/31/2016 12:00:00 PM,358,13,74
1503960366,3/31/2016 1:00:00 PM,460,16,79
1503960366,3/31/2016 2:00:00 PM,796,26,92
1503960366,3/31/2016 3:00:00 PM,988,25,107
1503960366,3/31/2016 4:00:00 PM,135,8,65
1503960366,3/31/2016 5:00:00 PM,145,10,68
1503960366,3/31/2016 6:00:00 PM,198,12,69
1503960366,3/31/2016 7:00:00 PM,231,6,66
1503960366,3/31/2016 8:00:00 PM,1497,27,124
1503960366,3/31/2016 9:00:00 PM,1011,26,109
1503960366,3/31/2016 10:00:00 PM,307,20,81
1503960366,3/31/2016 11:00:00 PM,3617,97,208
1503960366,4/1/2016 12:00:00 AM,82,5,57
1503960366,4/1/2016 3:00:00 AM,106,5,56
1503960366,4/1/2016 8:00:00 AM,251,15,71
1503960366,4/1/2016 9:00:00 AM,194,13,70
1503960366,4/1/2016 10:00:00 AM,104,5,60
1503960366,4/1/2016 11:00:00 AM,30,3,58
1503960366,4/1/2016 12:00:00 PM,33,2,55
1503960366,4/1/2016 2:00:00 PM,176,12,68
1503960366,4/1/2016 3:00:00 PM,152,8,66
1503960366,4/1/2016 4:00:00 PM,343,14,76
1503960366,4/1/2016 5:00:00 PM,20,1,56
1503960366,4/1/2016 6:00:00 PM,109,9,65
1503960366,4/1/2016 7:00:00 PM,17,2,55
1503960366,4/1/2016 8:00:00 PM,2534,75,172
1503960366,4/1/2016 9:00:00 PM,2861,58,186
1503960366,4/1/2016 10:00:00 PM,3804,103,224
1503960366,4/1/2016 11:00:00 PM,1268,43,119
1503960366,4/2/2016 12:00:00 AM,388,14,69
1503960366,4/2/2016 3:00:00 AM,168,6,58
1503960366,4/2/2016 7:00:00 AM,66,6,56
1503960366,4/2/2016 9:00:00 AM,95,6,58
1503960366,4/2/2016 10:00:00 AM,53,4,57
1503960366,4/2/2016 11:00:00 AM,311,15,76
1503960366,4/2/2016 12:00:00 PM,23,2,55
1503960366,4/2/2016 1:00:00 PM,486,24,87
1503960366,4/2/2016 2:00:00 PM,92,6,60
1503960366,4/2/2016 3:00:00 PM,274,18,77
1503960366,4/2/2016 4:00:00 PM,675,27,95
1503960366,4/2/2016 5:00:00 PM,247,10,70
1503960366,4/2/2016 6:00:00 PM,111,6,59
1503960366,4/2/2016 7:00:00 PM,3545,102,214
1503960366,4/2/2016 8:00:00 PM,1840,55,142
1503960366,4/2/2016 9:00:00 PM,525,26,91
1503960366,4/2/2016 10:00:00 PM,773,29,100
1503960366,4/2/2016 11:00:00 PM,1542,26,128
1503960366,4/3/2016 12:00:00 AM,256,11,70
1503960366,4/3/2016 2:00:00 AM,91,4,55
1503960366,4/3/2016 9:00:00 AM,80,8,60
1503960366,4/3/2016 10:00:00 AM,1746,32,140
1503960366,4/3/2016 11:00:00 AM,462,18,86
1503960366,4/3/2016 12:00:00 PM,572,31,96
1503960366,4/3/2016 1:00:00 PM,698,38,106
1503960366,4/3/2016 2:00:00 PM,25,3,55
1503960366,4/3/2016 3:00:00 PM,559,32,97
1503960366,4/3/2016 4:00:00 PM,112,9,62
1503960366,4/3/2016 5:00:00 PM,288,18,77
1503960366,4/3/2016 6:00:00 PM,215,17,73
1503960366,4/3/2016 7:00:00 PM,325,21,81
1503960366,4/3/2016 8:00:00 PM,376,18,79
1503960366,4/3/2016 9:00:00 PM,308,25,84
1503960366,4/3/2016 10:00:00 PM,203,17,75
1503960366,4/3/2016 11:00:00 PM,3637,111,210
1503960366,4/4/2016 12:00:00 AM,121,8,63
1503960366,4/4/2016 8:00:00 AM,407,22,83
1503960366,4/4/2016 9:00:00 AM,1999,41,148
1503960366,4/4/2016 10:00:00 AM,336,15,79
1503960366,4/4/2016 11:00:00 AM,348,12,73
1503960366,4/4/2016 12:00:00 PM,2113,58,147
1503960366,4/4/2016 1:00:00 PM,262,10,71
1503960366,4/4/2016 2:00:00 PM,516,16,83
1503960366,4/4/2016 3:00:00 PM,112,13,70
1503960366,4/4/2016 4:00:00 PM,206,8,67
1503960366,4/4/2016 5:00:00 PM,758,33,104
1503960366,4/4/2016 6:00:00 PM,1444,25,127
1503960366,4/4/2016 7:00:00 PM,2628,71,174
1503960366,4/4/2016 8:00:00 PM,1429,32,133
1503960366,4/4/2016 9:00:00 PM,417,27,89
1503960366,4/4/2016 10:00:00 PM,221,9,66
1503960366,4/4/2016 11:00:00 PM,1028,40,109
1503960366,4/5/2016 12:00:00 AM,236,15,73
1503960366,4/5/2016 1:00:00 AM,45,3,55
1503960366,4/5/2016 2:00:00 AM,407,9,71
1503960366,4/5/2016 8:00:00 AM,181,12,66
1503960366,4/5/2016 9:00:00 AM,1769,30,141
1503960366,4/5/2016 10:00:00 AM,302,11,73
1503960366,4/5/2016 11:00:00 AM,282,14,74
1503960366,4/5/2016 12:00:00 PM,272,10,71
1503960366,4/5/2016 1:00:00 PM,2532,68,178
1503960366,4/5/2016 2:00:00 PM,1610,43,131
1503960366,4/5/2016 3:00:00 PM,741,36,107
1503960366,4/5/2016 4:00:00 PM,565,16,85
1503960366,4/5/2016 5:00:00 PM,447,25,89
1503960366,4/5/2016 6:00:00 PM,1646,52,136
1503960366,4/5/2016 7:00:00 PM,272,24,83
1503960366,4/5/2016 8:00:00 PM,2351,53,161
1503960366,4/5/2016 9:00:00 PM,326,22,82
1503960366,4/5/2016 10:00:00 PM,148,9,65
1503960366,4/5/2016 11:00:00 PM,638,27,95
1503960366,4/6/2016 12:00:00 AM,84,7,61
1503960366,4/6/2016 8:00:00 AM,767,15,88
1503960366,4/6/2016 9:00:00 AM,1426,24,120
1503960366,4/6/2016 10:00:00 AM,399,16,81
1503960366,4/6/2016 11:00:00 AM,96,11,68
1503960366,4/6/2016 12:00:00 PM,161,11,69
1503960366,4/6/2016 1:00:00 PM,2729,75,179
1503960366,4/6/2016 2:00:00 PM,71,5,61
1503960366,4/6/2016 3:00:00 PM,145,8,65
1503960366,4/6/2016 4:00:00 PM,116,7,64
1503960366,4/6/2016 5:00:00 PM,112,10,67
1503960366,4/6/2016 6:00:00 PM,1027,21,103
1503960366,4/6/2016 7:00:00 PM,1927,53,135
1503960366,4/6/2016 8:00:00 PM,1124,26,113
1503960366,4/6/2016 9:00:00 PM,1320,21,116
1503960366,4/6/2016 10:00:00 PM,295,13,71
1503960366,4/6/2016 11:00:00 PM,95,5,58
1503960366,4/7/2016 9:00:00 AM,1610,29,130
1503960366,4/7/2016 10:00:00 AM,723,25,97
1503960366,4/7/2016 11:00:00 AM,22,2,58
1503960366,4/7/2016 12:00:00 PM,1039,35,107
1503960366,4/7/2016 1:00:00 PM,136,9,67
1503960366,4/7/2016 2:00:00 PM,1574,46,129
1503960366,4/7/2016 3:00:00 PM,464,12,79
1503960366,4/7/2016 4:00:00 PM,770,21,96
1503960366,4/7/2016 5:00:00 PM,357,12,73
1503960366,4/7/2016 6:00:00 PM,347,9,74
1503960366,4/7/2016 7:00:00 PM,1627,25,128
1503960366,4/7/2016 8:00:00 PM,162,12,66
1503960366,4/7/2016 10:00:00 PM,104,6,59
1503960366,4/7/2016 11:00:00 PM,1231,40,107
1503960366,4/8/2016 12:00:00 AM,320,14,73
1503960366,4/8/2016 1:00:00 AM,49,2,56
1503960366,4/8/2016 9:00:00 AM,969,22,101
1503960366,4/8/2016 10:00:00 AM,1064,18,103
1503960366,4/8/2016 11:00:00 AM,189,8,67
1503960366,4/8/2016 12:00:00 PM,93,5,61
1503960366,4/8/2016 1:00:00 PM,173,10,69
1503960366,4/8/2016 2:00:00 PM,3159,91,196
1503960366,4/8/2016 3:00:00 PM,163,7,65
1503960366,4/8/2016 4:00:00 PM,174,5,65
1503960366,4/8/2016 5:00:00 PM,1353,43,119
1503960366,4/8/2016 6:00:00 PM,223,22,81
1503960366,4/8/2016 7:00:00 PM,2463,75,165
1503960366,4/8/2016 8:00:00 PM,1408,21,115
1503960366,4/8/2016 9:00:00 PM,465,26,88
1503960366,4/8/2016 10:00:00 PM,107,13,68
1503960366,4/8/2016 11:00:00 PM,149,12,70
1503960366,4/9/2016 12:00:00 AM,59,5,62
1503960366,4/9/2016 1:00:00 AM,45,7,61
1503960366,4/9/2016 2:00:00 AM,222,15,70
1503960366,4/9/2016 10:00:00 AM,615,25,93
1503960366,4/9/2016 11:00:00 AM,102,9,60
1503960366,4/9/2016 12:00:00 PM,1854,39,145
1503960366,4/9/2016 1:00:00 PM,2109,26,147
1503960366,4/9/2016 2:00:00 PM,26,4,59
1503960366,4/9/2016 3:00:00 PM,1257,38,111
1503960366,4/9/2016 5:00:00 PM,2742,76,190
1503960366,4/9/2016 6:00:00 PM,1692,52,130
1503960366,4/9/2016 7:00:00 PM,65,4,57
1503960366,4/9/2016 8:00:00 PM,193,6,63
1503960366,4/9/2016 9:00:00 PM,394,19,78
1503960366,4/9/2016 10:00:00 PM,914,36,110
1503960366,4/10/2016 12:00:00 AM,322,17,75
1503960366,4/10/2016 3:00:00 AM,142,7,59
1503960366,4/10/2016 12:00:00 PM,1093,45,122
1503960366,4/10/2016 1:00:00 PM,3328,88,213
1503960366,4/10/2016 2:00:00 PM,1734,46,138
1503960366,4/10/2016 3:00:00 PM,224,17,73
1503960366,4/10/2016 4:00:00 PM,32,3,56
1503960366,4/10/2016 7:00:00 PM,117,9,63
1503960366,4/10/2016 8:00:00 PM,613,29,96
1503960366,4/10/2016 9:00:00 PM,55,5,59
1503960366,4/10/2016 11:00:00 PM,2290,50,158
1503960366,4/11/2016 2:00:00 AM,91,6,57
1503960366,4/11/2016 8:00:00 AM,211,10,66
1503960366,4/11/2016 9:00:00 AM,1762,30,138
1503960366,4/11/2016 10:00:00 AM,273,14,75
1503960366,4/11/2016 11:00:00 AM,132,9,66
1503960366,4/11/2016 12:00:00 PM,1086,28,107
1503960366,4/11/2016 1:00:00 PM,1434,41,116
1503960366,4/11/2016 2:00:00 PM,394,20,83
1503960366,4/11/2016 3:00:00 PM,509,17,81
1503960366,4/11/2016 4:00:00 PM,446,12,80
1503960366,4/11/2016 5:00:00 PM,418,14,77
1503960366,4/11/2016 6:00:00 PM,2340,55,156
1503960366,4/11/2016 7:00:00 PM,1132,19,106
1503960366,4/11/2016 8:00:00 PM,272,17,74
1503960366,4/11/2016 9:00:00 PM,66,5,58
1503960366,4/11/2016 10:00:00 PM,59,6,59
1503960366,4/11/2016 11:00:00 PM,346,17,77
1624580081,3/12/2016 12:00:00 AM,231,11,70
1624580081,3/12/2016 1:00:00 AM,208,10,65
1624580081,3/12/2016 12:00:00 PM,155,6,59
1624580081,3/12/2016 2:00:00 PM,112,3,55
1624580081,3/12/2016 3:00:00 PM,186,7,60
1624580081,3/12/2016 6:00:00 PM,190,19,76
