Id,ActivityHour,TotalIntensity
1503960366,3/21/2016 5:00:00 PM,31
1503960366,3/21/2016 6:00:00 PM,28
1503960366,3/21/2016 7:00:00 PM,18
1503960366,3/21/2016 8:00:00 PM,11
1503960366,3/21/2016 9:00:00 PM,14
1503960366,3/21/2016 10:00:00 PM,20
1503960366,3/21/2016 11:00:00 PM,16
1503960366,3/22/2016 8:00:00 AM,2
1503960366,3/22/2016 9:00:00 AM,26
1503960366,3/22/2016 10:00:00 AM,24
1503960366,3/22/2016 11:00:00 AM,14
1503960366,3/22/2016 12:00:00 PM,15
1503960366,3/22/2016 1:00:00 PM,24
1503960366,3/22/2016 2:00:00 PM,44
1503960366,3/22/2016 3:00:00 PM,13
1503960366,3/22/2016 4:00:00 PM,9
1503960366,3/22/2016 5:00:00 PM,15
1503960366,3/22/2016 6:00:00 PM,23
1503960366,3/22/2016 7:00:00 PM,22
1503960366,3/22/2016 8:00:00 PM,22
1503960366,3/22/2016 9:00:00 PM,14
1503960366,3/22/2016 10:00:00 PM,117
1503960366,3/22/2016 11:00:00 PM,10
1503960366,3/23/2016 12:00:00 AM,2
1503960366,3/23/2016 1:00:00 AM,3
1503960366,3/23/2016 2:00:00 AM,4
1503960366,3/23/2016 7:00:00 AM,6
1503960366,3/23/2016 8:00:00 AM,25
1503960366,3/23/2016 9:00:00 AM,24
1503960366,3/23/2016 10:00:00 AM,17
1503960366,3/23/2016 11:00:00 AM,19
1503960366,3/23/2016 12:00:00 PM,17
1503960366,3/23/2016 1:00:00 PM,37
1503960366,3/23/2016 2:00:00 PM,76
1503960366,3/23/2016 3:00:00 PM,11
1503960366,3/23/2016 4:00:00 PM,16
1503960366,3/23/2016 5:00:00 PM,14
1503960366,3/23/2016 6:00:00 PM,8
1503960366,3/23/2016 7:00:00 PM,80
1503960366,3/23/2016 8:00:00 PM,30
1503960366,3/23/2016 9:00:00 PM,5
1503960366,3/23/2016 10:00:00 PM,10
1503960366,3/23/2016 11:00:00 PM,19
1503960366,3/24/2016 12:00:00 AM,23
1503960366,3/24/2016 2:00:00 AM,1
1503960366,3/24/2016 3:00:00 AM,1
1503960366,3/24/2016 5:00:00 AM,1
1503960366,3/24/2016 7:00:00 AM,3
1503960366,3/24/2016 8:00:00 AM,36
1503960366,3/24/2016 9:00:00 AM,43
1503960366,3/24/2016 10:00:00 AM,8
1503960366,3/24/2016 11:00:00 AM,7
1503960366,3/24/2016 12:00:00 PM,39
1503960366,3/24/2016 1:00:00 PM,36
1503960366,3/24/2016 2:00:00 PM,41
1503960366,3/24/2016 3:00:00 PM,17
1503960366,3/24/2016 4:00:00 PM,26
1503960366,3/24/2016 5:00:00 PM,14
1503960366,3/24/2016 6:00:00 PM,5
1503960366,3/24/2016 7:00:00 PM,3
1503960366,3/24/2016 8:00:00 PM,107
1503960366,3/24/2016 9:00:00 PM,29
1503960366,3/24/2016 10:00:00 PM,9
1503960366,3/24/2016 11:00:00 PM,12
1503960366,3/25/2016 12:00:00 AM,1
1503960366,3/25/2016 1:00:00 AM,6
1503960366,3/25/2016 2:00:00 AM,1
1503960366,3/25/2016 3:00:00 AM,1
1503960366,3/25/2016 7:00:00 AM,3
1503960366,3/25/2016 8:00:00 AM,25
1503960366,3/25/2016 9:00:00 AM,28
1503960366,3/25/2016 10:00:00 AM,14
1503960366,3/25/2016 11:00:00 AM,34
1503960366,3/25/2016 12:00:00 PM,4
1503960366,3/25/2016 1:00:00 PM,7
1503960366,3/25/2016 2:00:00 PM,13
1503960366,3/25/2016 4:00:00 PM,17
1503960366,3/25/2016 5:00:00 PM,14
1503960366,3/25/2016 6:00:00 PM,11
1503960366,3/25/2016 7:00:00 PM,6
1503960366,3/25/2016 8:00:00 PM,71
1503960366,3/25/2016 9:00:00 PM,52
1503960366,3/25/2016 10:00:00 PM,13
1503960366,3/25/2016 11:00:00 PM,7
1503960366,3/26/2016 12:00:00 AM,2
1503960366,3/26/2016 1:00:00 AM,9
1503960366,3/26/2016 3:00:00 AM,3
1503960366,3/26/2016 9:00:00 AM,7
1503960366,3/26/2016 10:00:00 AM,21
1503960366,3/26/2016 11:00:00 AM,8
1503960366,3/26/2016 12:00:00 PM,12
1503960366,3/26/2016 1:00:00 PM,21
1503960366,3/26/2016 2:00:00 PM,15
1503960366,3/26/2016 3:00:00 PM,29
1503960366,3/26/2016 4:00:00 PM,149
1503960366,3/26/2016 5:00:00 PM,87
1503960366,3/26/2016 6:00:00 PM,102
1503960366,3/26/2016 7:00:00 PM,15
1503960366,3/26/2016 8:00:00 PM,14
1503960366,3/26/2016 9:00:00 PM,19
1503960366,3/26/2016 10:00:00 PM,39
1503960366,3/26/2016 11:00:00 PM,23
1503960366,3/27/2016 12:00:00 AM,2
1503960366,3/27/2016 1:00:00 AM,5
1503960366,3/27/2016 6:00:00 AM,1
1503960366,3/27/2016 7:00:00 AM,2
1503960366,3/27/2016 9:00:00 AM,20
1503960366,3/27/2016 10:00:00 AM,126
1503960366,3/27/2016 11:00:00 AM,11
1503960366,3/27/2016 12:00:00 PM,5
1503960366,3/27/2016 1:00:00 PM,28
1503960366,3/27/2016 2:00:00 PM,27
1503960366,3/27/2016 3:00:00 PM,9
1503960366,3/27/2016 4:00:00 PM,7
1503960366,3/27/2016 5:00:00 PM,17
1503960366,3/27/2016 6:00:00 PM,28
1503960366,3/27/2016 7:00:00 PM,85
1503960366,3/27/2016 8:00:00 PM,24
1503960366,3/27/2016 9:00:00 PM,26
1503960366,3/27/2016 10:00:00 PM,15
1503960366,3/27/2016 11:00:00 PM,8
1503960366,3/28/2016 12:00:00 AM,10
1503960366,3/28/2016 1:00:00 AM,1
1503960366,3/28/2016 8:00:00 AM,4
1503960366,3/28/2016 9:00:00 AM,30
1503960366,3/28/2016 10:00:00 AM,8
1503960366,3/28/2016 11:00:00 AM,10
1503960366,3/28/2016 12:00:00 PM,9
1503960366,3/28/2016 1:00:00 PM,70
1503960366,3/28/2016 2:00:00 PM,33
1503960366,3/28/2016 3:00:00 PM,10
1503960366,3/28/2016 4:00:00 PM,10
1503960366,3/28/2016 5:00:00 PM,14
1503960366,3/28/2016 6:00:00 PM,19
1503960366,3/28/2016 7:00:00 PM,90
1503960366,3/28/2016 8:00:00 PM,18
1503960366,3/28/2016 9:00:00 PM,7
1503960366,3/28/2016 10:00:00 PM,12
1503960366,3/28/2016 11:00:00 PM,26
1503960366,3/29/2016 1:00:00 AM,13
1503960366,3/29/2016 2:00:00 AM,2
1503960366,3/29/2016 5:00:00 AM,1
1503960366,3/29/2016 6:00:00 AM,1
1503960366,3/29/2016 7:00:00 AM,3
1503960366,3/29/2016 8:00:00 AM,10
1503960366,3/29/2016 9:00:00 AM,32
1503960366,3/29/2016 10:00:00 AM,17
1503960366,3/29/2016 11:00:00 AM,25
1503960366,3/29/2016 12:00:00 PM,9
1503960366,3/29/2016 1:00:00 PM,39
1503960366,3/29/2016 2:00:00 PM,5
1503960366,3/29/2016 3:00:00 PM,13
1503960366,3/29/2016 4:00:00 PM,16
1503960366,3/29/2016 5:00:00 PM,12
1503960366,3/29/2016 6:00:00 PM,22
1503960366,3/29/2016 7:00:00 PM,24
1503960366,3/29/2016 8:00:00 PM,97
1503960366,3/29/2016 9:00:00 PM,19
1503960366,3/29/2016 11:00:00 PM,23
1503960366,3/30/2016 8:00:00 AM,1
1503960366,3/30/2016 9:00:00 AM,23
1503960366,3/30/2016 10:00:00 AM,13
1503960366,3/30/2016 11:00:00 AM,12
1503960366,3/30/2016 12:00:00 PM,52
1503960366,3/30/2016 1:00:00 PM,3
1503960366,3/30/2016 2:00:00 PM,12
1503960366,3/30/2016 3:00:00 PM,12
1503960366,3/30/2016 4:00:00 PM,4
1503960366,3/30/2016 5:00:00 PM,4
1503960366,3/30/2016 6:00:00 PM,72
1503960366,3/30/2016 7:00:00 PM,38
1503960366,3/30/2016 8:00:00 PM,45
1503960366,3/30/2016 9:00:00 PM,27
1503960366,3/30/2016 10:00:00 PM,3
1503960366,3/30/2016 11:00:00 PM,18
1503960366,3/31/2016 12:00:00 AM,11
1503960366,3/31/2016 2:00:00 AM,7
1503960366,3/31/2016 7:00:00 AM,4
1503960366,3/31/2016 8:00:00 AM,8
1503960366,3/31/2016 9:00:00 AM,29
1503960366,3/31/2016 10:00:00 AM,13
1503960366,3/31/2016 11:00:00 AM,4
1503960366,3/31/2016 12:00:00 PM,13
1503960366,3/31/2016 1:00:00 PM,16
1503960366,3/31/2016 2:00:00 PM,26
1503960366,3/31/2016 3:00:00 PM,25
1503960366,3/31/2016 4:00:00 PM,8
1503960366,3/31/2016 5:00:00 PM,10
1503960366,3/31/2016 6:00:00 PM,12
1503960366,3/31/2016 7:00:00 PM,6
1503960366,3/31/2016 8:00:00 PM,27
1503960366,3/31/2016 9:00:00 PM,26
1503960366,3/31/2016 10:00:00 PM,20
1503960366,3/31/2016 11:00:00 PM,97
1503960366,4/1/2016 12:00:00 AM,5
1503960366,4/1/2016 1:00:00 AM,1
1503960366,4/1/2016 2:00:00 AM,3
1503960366,4/1/2016 3:00:00 AM,5
1503960366,4/1/2016 7:00:00 AM,4
1503960366,4/1/2016 8:00:00 AM,15
1503960366,4/1/2016 9:00:00 AM,13
1503960366,4/1/2016 10:00:00 AM,5
1503960366,4/1/2016 11:00:00 AM,3
1503960366,4/1/2016 12:00:00 PM,2
1503960366,4/1/2016 1:00:00 PM,2
1503960366,4/1/2016 2:00:00 PM,12
1503960366,4/1/2016 3:00:00 PM,8
1503960366,4/1/2016 4:00:00 PM,14
1503960366,4/1/2016 5:00:00 PM,1
1503960366,4/1/2016 6:00:00 PM,9
1503960366,4/1/2016 7:00:00 PM,2
1503960366,4/1/2016 8:00:00 PM,75
1503960366,4/1/2016 9:00:00 PM,58
1503960366,4/1/2016 10:00:00 PM,103
1503960366,4/1/2016 11:00:00 PM,43
1503960366,4/2/2016 12:00:00 AM,14
1503960366,4/2/2016 3:00:00 AM,6
1503960366,4/2/2016 5:00:00 AM,1
1503960366,4/2/2016 7:00:00 AM,6
1503960366,4/2/2016 8:00:00 AM,3
1503960366,4/2/2016 9:00:00 AM,6
1503960366,4/2/2016 10:00:00 AM,4
1503960366,4/2/2016 11:00:00 AM,15
1503960366,4/2/2016 12:00:00 PM,2
1503960366,4/2/2016 1:00:00 PM,24
1503960366,4/2/2016 2:00:00 PM,6
1503960366,4/2/2016 3:00:00 PM,18
1503960366,4/2/2016 4:00:00 PM,27
1503960366,4/2/2016 5:00:00 PM,10
1503960366,4/2/2016 6:00:00 PM,6
1503960366,4/2/2016 7:00:00 PM,102
1503960366,4/2/2016 8:00:00 PM,55
1503960366,4/2/2016 9:00:00 PM,26
1503960366,4/2/2016 10:00:00 PM,29
1503960366,4/2/2016 11:00:00 PM,26
1503960366,4/3/2016 12:00:00 AM,11
1503960366,4/3/2016 1:00:00 AM,1
1503960366,4/3/2016 2:00:00 AM,4
1503960366,4/3/2016 3:00:00 AM,3
1503960366,4/3/2016 4:00:00 AM,1
1503960366,4/3/2016 5:00:00 AM,1
1503960366,4/3/2016 9:00:00 AM,8
1503960366,4/3/2016 10:00:00 AM,32
1503960366,4/3/2016 11:00:00 AM,18
1503960366,4/3/2016 12:00:00 PM,31
1503960366,4/3/2016 1:00:00 PM,38
1503960366,4/3/2016 2:00:00 PM,3
1503960366,4/3/2016 3:00:00 PM,32
1503960366,4/3/2016 4:00:00 PM,9
1503960366,4/3/2016 5:00:00 PM,18
1503960366,4/3/2016 6:00:00 PM,17
1503960366,4/3/2016 7:00:00 PM,21
1503960366,4/3/2016 8:00:00 PM,18
1503960366,4/3/2016 9:00:00 PM,25
1503960366,4/3/2016 10:00:00 PM,17
1503960366,4/3/2016 11:00:00 PM,111
1503960366,4/4/2016 12:00:00 AM,8
1503960366,4/4/2016 1:00:00 AM,2
1503960366,4/4/2016 2:00:00 AM,2
1503960366,4/4/2016 3:00:00 AM,1
1503960366,4/4/2016 5:00:00 AM,1
1503960366,4/4/2016 7:00:00 AM,4
1503960366,4/4/2016 8:00:00 AM,22
1503960366,4/4/2016 9:00:00 AM,41
1503960366,4/4/2016 10:00:00 AM,15
1503960366,4/4/2016 11:00:00 AM,12
1503960366,4/4/2016 12:00:00 PM,58
1503960366,4/4/2016 1:00:00 PM,10
1503960366,4/4/2016 2:00:00 PM,16
1503960366,4/4/2016 3:00:00 PM,13
1503960366,4/4/2016 4:00:00 PM,8
1503960366,4/4/2016 5:00:00 PM,33
1503960366,4/4/2016 6:00:00 PM,25
1503960366,4/4/2016 7:00:00 PM,71
1503960366,4/4/2016 8:00:00 PM,32
1503960366,4/4/2016 9:00:00 PM,27
1503960366,4/4/2016 10:00:00 PM,9
1503960366,4/4/2016 11:00:00 PM,40
1503960366,4/5/2016 12:00:00 AM,15
1503960366,4/5/2016 1:00:00 AM,3
1503960366,4/5/2016 2:00:00 AM,9
1503960366,4/5/2016 3:00:00 AM,3
1503960366,4/5/2016 6:00:00 AM,1
1503960366,4/5/2016 7:00:00 AM,2
1503960366,4/5/2016 8:00:00 AM,12
1503960366,4/5/2016 9:00:00 AM,30
1503960366,4/5/2016 10:00:00 AM,11
1503960366,4/5/2016 11:00:00 AM,14
1503960366,4/5/2016 12:00:00 PM,10
1503960366,4/5/2016 1:00:00 PM,68
1503960366,4/5/2016 2:00:00 PM,43
1503960366,4/5/2016 3:00:00 PM,36
1503960366,4/5/2016 4:00:00 PM,16
1503960366,4/5/2016 5:00:00 PM,25
1503960366,4/5/2016 6:00:00 PM,52
1503960366,4/5/2016 7:00:00 PM,24
1503960366,4/5/2016 8:00:00 PM,53
1503960366,4/5/2016 9:00:00 PM,22
1503960366,4/5/2016 10:00:00 PM,9
1503960366,4/5/2016 11:00:00 PM,27
1503960366,4/6/2016 12:00:00 AM,7
1503960366,4/6/2016 1:00:00 AM,3
1503960366,4/6/2016 2:00:00 AM,2
1503960366,4/6/2016 8:00:00 AM,15
1503960366,4/6/2016 9:00:00 AM,24
1503960366,4/6/2016 10:00:00 AM,16
1503960366,4/6/2016 11:00:00 AM,11
1503960366,4/6/2016 12:00:00 PM,11
1503960366,4/6/2016 1:00:00 PM,75
1503960366,4/6/2016 2:00:00 PM,5
1503960366,4/6/2016 3:00:00 PM,8
1503960366,4/6/2016 4:00:00 PM,7
1503960366,4/6/2016 5:00:00 PM,10
1503960366,4/6/2016 6:00:00 PM,21
1503960366,4/6/2016 7:00:00 PM,53
1503960366,4/6/2016 8:00:00 PM,26
1503960366,4/6/2016 9:00:00 PM,21
1503960366,4/6/2016 10:00:00 PM,13
1503960366,4/6/2016 11:00:00 PM,5
1503960366,4/7/2016 12:00:00 AM,1
1503960366,4/7/2016 9:00:00 AM,29
1503960366,4/7/2016 10:00:00 AM,25
1503960366,4/7/2016 11:00:00 AM,2
1503960366,4/7/2016 12:00:00 PM,35
1503960366,4/7/2016 1:00:00 PM,9
1503960366,4/7/2016 2:00:00 PM,46
1503960366,4/7/2016 3:00:00 PM,12
1503960366,4/7/2016 4:00:00 PM,21
1503960366,4/7/2016 5:00:00 PM,12
1503960366,4/7/2016 6:00:00 PM,9
1503960366,4/7/2016 7:00:00 PM,25
1503960366,4/7/2016 8:00:00 PM,12
1503960366,4/7/2016 9:00:00 PM,2
1503960366,4/7/2016 10:00:00 PM,6
1503960366,4/7/2016 11:00:00 PM,40
1503960366,4/8/2016 12:00:00 AM,14
1503960366,4/8/2016 1:00:00 AM,2
1503960366,4/8/2016 9:00:00 AM,22
1503960366,4/8/2016 10:00:00 AM,18
1503960366,4/8/2016 11:00:00 AM,8
1503960366,4/8/2016 12:00:00 PM,5
1503960366,4/8/2016 1:00:00 PM,10
1503960366,4/8/2016 2:00:00 PM,91
1503960366,4/8/2016 3:00:00 PM,7
1503960366,4/8/2016 4:00:00 PM,5
1503960366,4/8/2016 5:00:00 PM,43
1503960366,4/8/2016 6:00:00 PM,22
1503960366,4/8/2016 7:00:00 PM,75
1503960366,4/8/2016 8:00:00 PM,21
1503960366,4/8/2016 9:00:00 PM,26
1503960366,4/8/2016 10:00:00 PM,13
1503960366,4/8/2016 11:00:00 PM,12
1503960366,4/9/2016 12:00:00 AM,5
1503960366,4/9/2016 1:00:00 AM,7
1503960366,4/9/2016 2:00:00 AM,15
1503960366,4/9/2016 3:00:00 AM,1
1503960366,4/9/2016 6:00:00 AM,1
1503960366,4/9/2016 7:00:00 AM,1
1503960366,4/9/2016 8:00:00 AM,3
1503960366,4/9/2016 9:00:00 AM,4
1503960366,4/9/2016 10:00:00 AM,25
1503960366,4/9/2016 11:00:00 AM,9
1503960366,4/9/2016 12:00:00 PM,39
1503960366,4/9/2016 1:00:00 PM,26
1503960366,4/9/2016 2:00:00 PM,4
1503960366,4/9/2016 3:00:00 PM,38
1503960366,4/9/2016 4:00:00 PM,2
1503960366,4/9/2016 5:00:00 PM,76
1503960366,4/9/2016 6:00:00 PM,52
1503960366,4/9/2016 7:00:00 PM,4
1503960366,4/9/2016 8:00:00 PM,6
1503960366,4/9/2016 9:00:00 PM,19
1503960366,4/9/2016 10:00:00 PM,36
1503960366,4/9/2016 11:00:00 PM,1
1503960366,4/10/2016 12:00:00 AM,17
1503960366,4/10/2016 3:00:00 AM,7
1503960366,4/10/2016 7:00:00 AM,1
1503960366,4/10/2016 11:00:00 AM,4
1503960366,4/10/2016 12:00:00 PM,45
1503960366,4/10/2016 1:00:00 PM,88
1503960366,4/10/2016 2:00:00 PM,46
1503960366,4/10/2016 3:00:00 PM,17
1503960366,4/10/2016 4:00:00 PM,3
1503960366,4/10/2016 5:00:00 PM,2
1503960366,4/10/2016 6:00:00 PM,1
1503960366,4/10/2016 7:00:00 PM,9
1503960366,4/10/2016 8:00:00 PM,29
1503960366,4/10/2016 9:00:00 PM,5
1503960366,4/10/2016 10:00:00 PM,2
1503960366,4/10/2016 11:00:00 PM,50
1503960366,4/11/2016 2:00:00 AM,6
1503960366,4/11/2016 7:00:00 AM,2
1503960366,4/11/2016 8:00:00 AM,10
1503960366,4/11/2016 9:00:00 AM,30
1503960366,4/11/2016 10:00:00 AM,14
1503960366,4/11/2016 11:00:00 AM,9
1503960366,4/11/2016 12:00:00 PM,28
1503960366,4/11/2016 1:00:00 PM,41
1503960366,4/11/2016 2:00:00 PM,20
1503960366,4/11/2016 3:00:00 PM,17
1503960366,4/11/2016 4:00:00 PM,12
1503960366,4/11/2016 5:00:00 PM,14
1503960366,4/11/2016 6:00:00 PM,55
1503960366,4/11/2016 7:00:00 PM,19
1503960366,4/11/2016 8:00:00 PM,17
1503960366,4/11/2016 9:00:00 PM,5
1503960366,4/11/2016 10:00:00 PM,6
1503960366,4/11/2016 11:00:00 PM,17
1624580081,3/12/2016 12:00:00 AM,11
1624580081,3/12/2016 1:00:00 AM,10
1624580081,3/12/2016 11:00:00 AM,3
1624580081,3/12/2016 12:00:00 PM,6
1624580081,3/12/2016 1:00:00 PM,3
1624580081,3/12/2016 2:00:00 PM,3
1624580081,3/12/2016 3:00:00 PM,7
1624580081,3/12/2016 6:00:00 PM,19
1624580081,3/12/2016 7:00:00 PM,13
1624580081,3/12/2016 8:00:00 PM,14
1624580081,3/12/2016 9:00:00 PM,8
1624580081,3/12/2016 10:00:00 PM,1
1624580081,3/12/2016 11:00:00 PM,9
1624580081,3/13/2016 12:00:00 AM,3
1624580081,3/13/2016 1:00:00 AM,1
1624580081,3/13/2016 2:00:00 AM,1
1624580081,3/13/2016 3:00:00 AM,12
1624580081,3/13/2016 5:00:00 AM,2
1624580081,3/13/2016 6:00:00 AM,1
1624580081,3/13/2016 12:00:00 PM,9
1624580081,3/13/2016 1:00:00 PM,4
